21:46:56.315 [main]   DEBUG o.e.j.u.component.ContainerLifeCycle - AttributeContainerMap@3b94d659{size=2} added {{},POJO}
21:46:56.315 [main]   DEBUG o.e.j.u.component.ContainerLifeCycle - AttributeContainerMap@3b94d659{size=3} added {{},POJO}
21:46:56.315 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-7.3.1.jar META-INF/resources checked
21:46:56.316 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-7.3.1.jar META-INF/web-fragment.xml checked
21:46:56.333 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-analysis-7.3.1.jar META-INF/resources checked
21:46:56.334 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-analysis-7.3.1.jar META-INF/web-fragment.xml checked
21:46:56.334 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-commons-7.3.1.jar META-INF/resources checked
21:46:56.335 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-commons-7.3.1.jar META-INF/web-fragment.xml checked
21:46:56.335 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-tree-7.3.1.jar META-INF/resources checked
21:46:56.335 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/asm-tree-7.3.1.jar META-INF/web-fragment.xml checked
21:46:56.336 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/freemarker-2.3.30.jar META-INF/resources checked
21:46:56.336 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/freemarker-2.3.30.jar META-INF/web-fragment.xml checked
21:46:56.341 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/javax.annotation-api-1.3.jar META-INF/resources checked
21:46:56.342 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/javax.annotation-api-1.3.jar META-INF/web-fragment.xml checked
21:46:56.342 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/javax.servlet-api-3.1.0.jar META-INF/resources checked
21:46:56.342 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/javax.servlet-api-3.1.0.jar META-INF/web-fragment.xml checked
21:46:56.343 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-annotations-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.343 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-annotations-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.344 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-http-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.345 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-http-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.345 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-io-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.346 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-io-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.346 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-jndi-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.347 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-jndi-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.347 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-plus-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.347 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-plus-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.348 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-security-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.349 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-security-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.349 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-server-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.350 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-server-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.351 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-servlet-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.351 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-servlet-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.352 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-util-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.353 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-util-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.354 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-webapp-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.354 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-webapp-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.355 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-xml-9.4.30.v20200611.jar META-INF/resources checked
21:46:56.356 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/jetty-xml-9.4.30.v20200611.jar META-INF/web-fragment.xml checked
21:46:56.357 [main]   DEBUG o.e.j.webapp.MetaInfConfiguration - file:///C:/JavaCourse/JavaPro/WebShopProject/target/web-shop-project-1.0-SNAPSHOT/WEB-INF/lib/logback-classic-1.2.3.jar META-INF/resources checked
